title,difficult,count_star,count_pass,count_commit,href
转置矩阵,简单,59,"8,671","13,679",https://leetcode-cn.com/problems/transpose-matrix
二进制间距,简单,30,"4,284","7,455",https://leetcode-cn.com/problems/binary-gap
重新排序得到 2 的幂,中等,9,"1,098","2,595",https://leetcode-cn.com/problems/reordered-power-of-2
优势洗牌,中等,25,"1,344","4,093",https://leetcode-cn.com/problems/advantage-shuffle
最低加油次数,困难,20,701,"2,679",https://leetcode-cn.com/problems/minimum-number-of-refueling-stops
叶子相似的树,简单,25,"3,912","6,790",https://leetcode-cn.com/problems/leaf-similar-trees
最长的斐波那契子序列的长度,中等,25,"1,424","3,441",https://leetcode-cn.com/problems/length-of-longest-fibonacci-subsequence
模拟行走机器人,简单,36,"2,143","7,608",https://leetcode-cn.com/problems/walking-robot-simulation
爱吃香蕉的珂珂,中等,16,"1,289","3,608",https://leetcode-cn.com/problems/koko-eating-bananas
链表的中间结点,简单,88,"9,931","16,610",https://leetcode-cn.com/problems/middle-of-the-linked-list
石子游戏,中等,46,"3,671","5,824",https://leetcode-cn.com/problems/stone-game
第 N 个神奇数字,困难,22,604,"3,574",https://leetcode-cn.com/problems/nth-magical-number
盈利计划,困难,6,285,"1,269",https://leetcode-cn.com/problems/profitable-schemes
索引处的解码字符串,中等,40,846,"4,552",https://leetcode-cn.com/problems/decoded-string-at-index
救生艇,中等,19,"1,788","5,217",https://leetcode-cn.com/problems/boats-to-save-people
细分图中的可到达结点,困难,5,138,468,https://leetcode-cn.com/problems/reachable-nodes-in-subdivided-graph
三维形体投影面积,简单,22,"2,569","4,315",https://leetcode-cn.com/problems/projection-area-of-3d-shapes
两句话中的不常见单词,简单,28,"3,657","6,640",https://leetcode-cn.com/problems/uncommon-words-from-two-sentences
螺旋矩阵 III,中等,13,677,"1,202",https://leetcode-cn.com/problems/spiral-matrix-iii
可能的二分法,中等,13,655,"2,158",https://leetcode-cn.com/problems/possible-bipartition
鸡蛋掉落,困难,79,"2,632","14,328",https://leetcode-cn.com/problems/super-egg-drop
公平的糖果交换,简单,35,"4,432","9,338",https://leetcode-cn.com/problems/fair-candy-swap
查找和替换模式,中等,20,"1,774","2,689",https://leetcode-cn.com/problems/find-and-replace-pattern
子序列宽度之和,困难,12,433,"2,123",https://leetcode-cn.com/problems/sum-of-subsequence-widths
三维形体的表面积,简单,18,"1,655","3,283",https://leetcode-cn.com/problems/surface-area-of-3d-shapes
特殊等价字符串组,简单,26,"1,650","2,768",https://leetcode-cn.com/problems/groups-of-special-equivalent-strings
所有可能的满二叉树,中等,29,"1,303","1,904",https://leetcode-cn.com/problems/all-possible-full-binary-trees
最大频率栈,困难,17,445,"1,194",https://leetcode-cn.com/problems/maximum-frequency-stack
单调数列,简单,32,"5,830","12,418",https://leetcode-cn.com/problems/monotonic-array
递增顺序查找树,简单,24,"2,474","4,428",https://leetcode-cn.com/problems/increasing-order-search-tree
子数组按位或操作,中等,8,695,"3,223",https://leetcode-cn.com/problems/bitwise-ors-of-subarrays
有序队列,困难,10,453,"1,111",https://leetcode-cn.com/problems/orderly-queue
RLE 迭代器,中等,7,574,"1,638",https://leetcode-cn.com/problems/rle-iterator
股票价格跨度,中等,7,705,"2,229",https://leetcode-cn.com/problems/online-stock-span
最大为 N 的数字组合,困难,14,432,"1,995",https://leetcode-cn.com/problems/numbers-at-most-n-given-digit-set
DI 序列的有效排列,困难,8,150,358,https://leetcode-cn.com/problems/valid-permutations-for-di-sequence
水果成篮,中等,9,941,"3,209",https://leetcode-cn.com/problems/fruit-into-baskets
按奇偶排序数组,简单,85,"15,641","23,043",https://leetcode-cn.com/problems/sort-array-by-parity
超级回文数,困难,6,302,"1,763",https://leetcode-cn.com/problems/super-palindromes
子数组的最小值之和,中等,23,967,"4,361",https://leetcode-cn.com/problems/sum-of-subarray-minimums
最小差值 I,简单,21,"3,835","5,933",https://leetcode-cn.com/problems/smallest-range-i
蛇梯棋,中等,4,308,"1,347",https://leetcode-cn.com/problems/snakes-and-ladders
最小差值 II,中等,15,718,"3,651",https://leetcode-cn.com/problems/smallest-range-ii
在线选举,中等,3,326,974,https://leetcode-cn.com/problems/online-election
排序数组,中等,2,174,332,https://leetcode-cn.com/problems/sort-an-array
猫和老鼠,困难,8,104,493,https://leetcode-cn.com/problems/cat-and-mouse
卡牌分组,简单,37,"3,332","10,957",https://leetcode-cn.com/problems/x-of-a-kind-in-a-deck-of-cards
分割数组,中等,14,"1,102","2,860",https://leetcode-cn.com/problems/partition-array-into-disjoint-intervals
单词子集,中等,13,691,"2,020",https://leetcode-cn.com/problems/word-subsets
仅仅反转字母,简单,18,"3,191","6,824",https://leetcode-cn.com/problems/reverse-only-letters
环形子数组的最大和,中等,9,519,"2,127",https://leetcode-cn.com/problems/maximum-sum-circular-subarray
完全二叉树插入器,中等,2,335,794,https://leetcode-cn.com/problems/complete-binary-tree-inserter
播放列表的数量,困难,11,196,555,https://leetcode-cn.com/problems/number-of-music-playlists
使括号有效的最少添加,中等,15,"2,316","3,578",https://leetcode-cn.com/problems/minimum-add-to-make-parentheses-valid
按奇偶排序数组 II,简单,41,"10,134","15,655",https://leetcode-cn.com/problems/sort-array-by-parity-ii
三数之和的多种可能,中等,11,658,"2,492",https://leetcode-cn.com/problems/3sum-with-multiplicity
尽量减少恶意软件的传播,困难,7,301,788,https://leetcode-cn.com/problems/minimize-malware-spread
长按键入,简单,26,"2,572","6,228",https://leetcode-cn.com/problems/long-pressed-name
将字符串翻转到单调递增,中等,17,886,"2,303",https://leetcode-cn.com/problems/flip-string-to-monotone-increasing
三等分,困难,8,342,"1,273",https://leetcode-cn.com/problems/three-equal-parts
尽量减少恶意软件的传播 II,困难,4,174,418,https://leetcode-cn.com/problems/minimize-malware-spread-ii
独特的电子邮件地址,简单,68,"8,610","12,943",https://leetcode-cn.com/problems/unique-email-addresses
和相同的二元子数组,中等,4,780,"2,671",https://leetcode-cn.com/problems/binary-subarrays-with-sum
下降路径最小和,中等,15,"1,313","2,479",https://leetcode-cn.com/problems/minimum-falling-path-sum
漂亮数组,中等,12,568,"1,110",https://leetcode-cn.com/problems/beautiful-array
最近的请求次数,简单,17,"2,682","4,055",https://leetcode-cn.com/problems/number-of-recent-calls
最短的桥,中等,23,527,"1,317",https://leetcode-cn.com/problems/shortest-bridge
骑士拨号器,中等,6,567,"1,773",https://leetcode-cn.com/problems/knight-dialer
戳印序列,困难,6,163,587,https://leetcode-cn.com/problems/stamping-the-sequence
重新排列日志文件,简单,7,"1,446","2,871",https://leetcode-cn.com/problems/reorder-log-files
二叉搜索树的范围和,简单,26,"3,162","4,228",https://leetcode-cn.com/problems/range-sum-of-bst
最小面积矩形,中等,7,501,"1,324",https://leetcode-cn.com/problems/minimum-area-rectangle
不同的子序列 II,困难,9,304,805,https://leetcode-cn.com/problems/distinct-subsequences-ii
增减字符串匹配,简单,51,"5,200","7,529",https://leetcode-cn.com/problems/di-string-match
最短超级串,困难,7,137,456,https://leetcode-cn.com/problems/find-the-shortest-superstring
删列造序,简单,13,"3,233","4,888",https://leetcode-cn.com/problems/delete-columns-to-make-sorted
使数组唯一的最小增量,中等,11,"1,188","3,093",https://leetcode-cn.com/problems/minimum-increment-to-make-array-unique
验证栈序列,中等,16,"1,652","3,305",https://leetcode-cn.com/problems/validate-stack-sequences
移除最多的同行或同列石头,中等,11,399,951,https://leetcode-cn.com/problems/most-stones-removed-with-same-row-or-column
令牌放置,中等,10,669,"2,174",https://leetcode-cn.com/problems/bag-of-tokens
给定数字能组成的最大时间,简单,9,"1,301","4,394",https://leetcode-cn.com/problems/largest-time-for-given-digits
按递增顺序显示卡牌,中等,20,"1,791","2,359",https://leetcode-cn.com/problems/reveal-cards-in-increasing-order
翻转等价二叉树,中等,8,826,"1,520",https://leetcode-cn.com/problems/flip-equivalent-binary-trees
按公因数计算最大组件大小,困难,3,241,"1,102",https://leetcode-cn.com/problems/largest-component-size-by-common-factor
验证外星语词典,简单,12,"1,618","3,027",https://leetcode-cn.com/problems/verifying-an-alien-dictionary
二倍数对数组,中等,7,756,"3,084",https://leetcode-cn.com/problems/array-of-doubled-pairs
删列造序 II,中等,9,373,"1,533",https://leetcode-cn.com/problems/delete-columns-to-make-sorted-ii
最高的广告牌,困难,7,260,876,https://leetcode-cn.com/problems/tallest-billboard
N 天后的牢房,中等,17,877,"2,870",https://leetcode-cn.com/problems/prison-cells-after-n-days
二叉树的完全性检验,中等,7,828,"1,969",https://leetcode-cn.com/problems/check-completeness-of-a-binary-tree
由斜杠划分区域,中等,7,339,592,https://leetcode-cn.com/problems/regions-cut-by-slashes
删列造序 III,困难,6,193,413,https://leetcode-cn.com/problems/delete-columns-to-make-sorted-iii
重复 N 次的元素,简单,28,"8,314","12,531",https://leetcode-cn.com/problems/n-repeated-element-in-size-2n-array
最大宽度坡,中等,3,"1,158","3,625",https://leetcode-cn.com/problems/maximum-width-ramp
表示数字的最少运算符,困难,4,140,470,https://leetcode-cn.com/problems/least-operators-to-express-number
单值二叉树,简单,14,"3,831","5,900",https://leetcode-cn.com/problems/univalued-binary-tree
元音拼写检查器,中等,7,428,"1,178",https://leetcode-cn.com/problems/vowel-spellchecker
煎饼排序,中等,10,"1,142","1,943",https://leetcode-cn.com/problems/pancake-sorting
强整数,简单,15,"1,834","4,953",https://leetcode-cn.com/problems/powerful-integers
翻转二叉树以匹配先序遍历,中等,3,421,"1,073",https://leetcode-cn.com/problems/flip-binary-tree-to-match-preorder-traversal
相等的有理数,困难,3,228,583,https://leetcode-cn.com/problems/equal-rational-numbers
最接近原点的 K 个点,中等,13,"3,189","5,308",https://leetcode-cn.com/problems/k-closest-points-to-origin
和可被 K 整除的子数组,中等,8,685,"2,210",https://leetcode-cn.com/problems/subarray-sums-divisible-by-k
奇偶跳,困难,11,299,696,https://leetcode-cn.com/problems/odd-even-jump
路径总和 II,中等,82,"8,492","15,555",https://leetcode-cn.com/problems/path-sum-ii
两数之和 II - 输入有序数组,简单,132,"23,553","48,722",https://leetcode-cn.com/problems/two-sum-ii-input-array-is-sorted
2的幂,简单,106,"18,359","40,403",https://leetcode-cn.com/problems/power-of-two
去除重复字母,困难,36,"1,088","3,679",https://leetcode-cn.com/problems/remove-duplicate-letters
水壶问题,中等,24,"1,298","5,020",https://leetcode-cn.com/problems/water-and-jug-problem
有效的完全平方数,简单,47,"9,061","22,215",https://leetcode-cn.com/problems/valid-perfect-square
最大整除子集,中等,32,"1,392","4,262",https://leetcode-cn.com/problems/largest-divisible-subset
两整数之和,简单,105,"9,724","18,578",https://leetcode-cn.com/problems/sum-of-two-integers
超级次方,中等,34,"1,113","3,374",https://leetcode-cn.com/problems/super-pow
UTF-8 编码验证,中等,16,"1,323","3,757",https://leetcode-cn.com/problems/utf-8-validation
字符串解码,中等,74,"2,941","6,916",https://leetcode-cn.com/problems/decode-string
至少有K个重复字符的最长子串,中等,43,"1,699","4,458",https://leetcode-cn.com/problems/longest-substring-with-at-least-k-repeating-characters
整数替换,中等,30,"1,726","5,763",https://leetcode-cn.com/problems/integer-replacement
随机数索引,中等,14,957,"1,847",https://leetcode-cn.com/problems/random-pick-index
除法求值,中等,24,632,"1,350",https://leetcode-cn.com/problems/evaluate-division
二进制手表,简单,59,"3,439","7,372",https://leetcode-cn.com/problems/binary-watch
移掉K位数字,中等,71,"2,770","11,054",https://leetcode-cn.com/problems/remove-k-digits
青蛙过河,困难,26,889,"3,332",https://leetcode-cn.com/problems/frog-jump
左叶子之和,简单,74,"6,312","12,739",https://leetcode-cn.com/problems/sum-of-left-leaves
数字转换为十六进制数,简单,25,"3,202","7,066",https://leetcode-cn.com/problems/convert-a-number-to-hexadecimal
根据身高重建队列,中等,82,"2,296","3,798",https://leetcode-cn.com/problems/queue-reconstruction-by-height
太平洋大西洋水流问题,中等,32,"1,118","2,926",https://leetcode-cn.com/problems/pacific-atlantic-water-flow
强密码检验器,困难,13,167,"1,331",https://leetcode-cn.com/problems/strong-password-checker
用最少数量的箭引爆气球,中等,41,"2,160","4,875",https://leetcode-cn.com/problems/minimum-number-of-arrows-to-burst-balloons
可怜的小猪,困难,54,"1,561","3,187",https://leetcode-cn.com/problems/poor-pigs
重复的子字符串,简单,88,"5,148","12,858",https://leetcode-cn.com/problems/repeated-substring-pattern
滑动窗口中位数,困难,18,439,"1,523",https://leetcode-cn.com/problems/sliding-window-median
预测赢家,中等,57,"1,432","3,239",https://leetcode-cn.com/problems/predict-the-winner
递增子序列,中等,37,"1,178","2,830",https://leetcode-cn.com/problems/increasing-subsequences
目标和,中等,64,"3,939","9,572",https://leetcode-cn.com/problems/target-sum
寻找最近的回文数,困难,24,497,"4,497",https://leetcode-cn.com/problems/find-the-closest-palindrome
数组嵌套,中等,43,"1,201","2,557",https://leetcode-cn.com/problems/array-nesting
标签验证器,困难,7,114,446,https://leetcode-cn.com/problems/tag-validator
找到 K 个最接近的元素,中等,23,"1,726","4,604",https://leetcode-cn.com/problems/find-k-closest-elements
唯一摩尔斯密码词,简单,67,"10,723","15,119",https://leetcode-cn.com/problems/unique-morse-code-words
二叉树剪枝,中等,51,"2,377","3,453",https://leetcode-cn.com/problems/binary-tree-pruning
字符的最短距离,简单,69,"5,117","8,092",https://leetcode-cn.com/problems/shortest-distance-to-a-character
山羊拉丁文,简单,20,"3,214","5,890",https://leetcode-cn.com/problems/goat-latin
一手顺子,中等,21,"1,581","3,820",https://leetcode-cn.com/problems/hand-of-straights
亲密字符串,简单,42,"3,934","15,825",https://leetcode-cn.com/problems/buddy-strings
获取所有钥匙的最短路径,困难,10,223,620,https://leetcode-cn.com/problems/shortest-path-to-get-all-keys
根据前序和后序遍历构造二叉树,中等,24,"1,104","1,990",https://leetcode-cn.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
有效的山脉数组,简单,11,"2,752","8,306",https://leetcode-cn.com/problems/valid-mountain-array
最小面积矩形 II,中等,7,450,882,https://leetcode-cn.com/problems/minimum-area-rectangle-ii
连续差相同的数字,中等,5,850,"2,676",https://leetcode-cn.com/problems/numbers-with-same-consecutive-differences
监控二叉树,困难,13,409,"1,247",https://leetcode-cn.com/problems/binary-tree-cameras
三角形的最大周长,简单,22,"3,822","6,855",https://leetcode-cn.com/problems/largest-perimeter-triangle
有序数组的平方,简单,37,"12,252","17,256",https://leetcode-cn.com/problems/squares-of-a-sorted-array
最长湍流子数组,中等,10,934,"2,568",https://leetcode-cn.com/problems/longest-turbulent-subarray
在二叉树中分配硬币,中等,13,686,"1,076",https://leetcode-cn.com/problems/distribute-coins-in-binary-tree
不同路径 III,困难,6,558,813,https://leetcode-cn.com/problems/unique-paths-iii
按位与为零的三元组,困难,4,285,707,https://leetcode-cn.com/problems/triples-with-bitwise-and-equal-to-zero
最低票价,中等,20,870,"1,788",https://leetcode-cn.com/problems/minimum-cost-for-tickets
不含 AAA 或 BBB 的字符串,中等,12,"1,496","4,813",https://leetcode-cn.com/problems/string-without-aaa-or-bbb
查询后的偶数和,简单,19,"3,280","5,516",https://leetcode-cn.com/problems/sum-of-even-numbers-after-queries
区间列表的交集,中等,6,672,"1,164",https://leetcode-cn.com/problems/interval-list-intersections
二叉树的垂序遍历,中等,3,407,"1,259",https://leetcode-cn.com/problems/vertical-order-traversal-of-a-binary-tree
从叶结点开始的最小字符串,中等,7,594,"1,528",https://leetcode-cn.com/problems/smallest-string-starting-from-leaf
数组形式的整数加法,简单,16,"2,610","6,320",https://leetcode-cn.com/problems/add-to-array-form-of-integer
等式方程的可满足性,中等,6,534,"1,610",https://leetcode-cn.com/problems/satisfiability-of-equality-equations
坏了的计算器,中等,12,"1,080","2,209",https://leetcode-cn.com/problems/broken-calculator
K 个不同整数的子数组,困难,8,301,"1,150",https://leetcode-cn.com/problems/subarrays-with-k-different-integers
二叉树的堂兄弟节点,简单,12,"1,383","3,033",https://leetcode-cn.com/problems/cousins-in-binary-tree
腐烂的橘子,简单,14,"1,228","2,716",https://leetcode-cn.com/problems/rotting-oranges
K 连续位的最小翻转次数,困难,6,357,916,https://leetcode-cn.com/problems/minimum-number-of-k-consecutive-bit-flips
正方形数组的数目,困难,5,255,717,https://leetcode-cn.com/problems/number-of-squareful-arrays
找到小镇的法官,简单,12,"1,875","4,234",https://leetcode-cn.com/problems/find-the-town-judge
最大二叉树 II,中等,3,547,"1,011",https://leetcode-cn.com/problems/maximum-binary-tree-ii
车的可用捕获量,简单,8,"1,631","2,560",https://leetcode-cn.com/problems/available-captures-for-rook
合并石头的最低成本,困难,13,192,979,https://leetcode-cn.com/problems/minimum-cost-to-merge-stones
网格照明,困难,3,307,"1,190",https://leetcode-cn.com/problems/grid-illumination
查找常用字符,简单,16,"2,279","3,566",https://leetcode-cn.com/problems/find-common-characters
检查替换后的词是否有效,中等,3,943,"1,868",https://leetcode-cn.com/problems/check-if-word-is-valid-after-substitutions
最大连续1的个数 III,中等,8,744,"1,900",https://leetcode-cn.com/problems/max-consecutive-ones-iii
K 次取反后最大化的数组和,简单,8,"1,754","3,969",https://leetcode-cn.com/problems/maximize-sum-of-array-after-k-negations
笨阶乘,中等,3,"1,066","2,344",https://leetcode-cn.com/problems/clumsy-factorial
行相等的最少多米诺旋转,中等,5,691,"1,925",https://leetcode-cn.com/problems/minimum-domino-rotations-for-equal-row
先序遍历构造二叉树,中等,9,"1,218","1,725",https://leetcode-cn.com/problems/construct-binary-search-tree-from-preorder-traversal
十进制整数的反码,简单,5,"1,979","3,772",https://leetcode-cn.com/problems/complement-of-base-10-integer
总持续时间可被 60 整除的歌曲,简单,11,"1,849","4,664",https://leetcode-cn.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
在 D 天内送达包裹的能力,中等,8,897,"2,123",https://leetcode-cn.com/problems/capacity-to-ship-packages-within-d-days
至少有 1 位重复的数字,困难,22,378,"1,799",https://leetcode-cn.com/problems/numbers-with-repeated-digits
将数组分成和相等的三个部分,简单,6,"1,441","3,281",https://leetcode-cn.com/problems/partition-array-into-three-parts-with-equal-sum
最佳观光组合,中等,2,665,"2,070",https://leetcode-cn.com/problems/best-sightseeing-pair
可被 K 整除的最小整数,中等,4,701,"3,251",https://leetcode-cn.com/problems/smallest-integer-divisible-by-k
子串能表示从 1 到 N 数字的二进制串,中等,3,575,"1,078",https://leetcode-cn.com/problems/binary-string-with-substrings-representing-1-to-n
负二进制转换,中等,2,604,"1,364",https://leetcode-cn.com/problems/convert-to-base-2
可被 5 整除的二进制前缀,简单,11,"1,873","5,277",https://leetcode-cn.com/problems/binary-prefix-divisible-by-5
链表中的下一个更大节点,中等,3,991,"2,608",https://leetcode-cn.com/problems/next-greater-node-in-linked-list
飞地的数量,中等,6,675,"1,614",https://leetcode-cn.com/problems/number-of-enclaves
删除最外层的括号,简单,12,"2,401","3,151",https://leetcode-cn.com/problems/remove-outermost-parentheses
从根到叶的二进制数之和,简单,3,846,"2,795",https://leetcode-cn.com/problems/sum-of-root-to-leaf-binary-numbers
驼峰式匹配,中等,2,567,"1,193",https://leetcode-cn.com/problems/camelcase-matching
视频拼接,中等,3,529,"1,210",https://leetcode-cn.com/problems/video-stitching
除数博弈,简单,7,"1,729","2,914",https://leetcode-cn.com/problems/divisor-game
节点与其祖先之间的最大差值,中等,4,690,"1,551",https://leetcode-cn.com/problems/maximum-difference-between-node-and-ancestor
最长等差数列,中等,0,533,"1,947",https://leetcode-cn.com/problems/longest-arithmetic-sequence
从先序遍历还原二叉树,困难,5,379,667,https://leetcode-cn.com/problems/recover-a-tree-from-preorder-traversal
两地调度,简单,6,"1,084","2,390",https://leetcode-cn.com/problems/two-city-scheduling
距离顺序排列矩阵单元格,简单,5,806,"1,520",https://leetcode-cn.com/problems/matrix-cells-in-distance-order
两个非重叠子数组的最大和,中等,4,476,"1,029",https://leetcode-cn.com/problems/maximum-sum-of-two-non-overlapping-subarrays
字符流,困难,7,240,"1,308",https://leetcode-cn.com/problems/stream-of-characters
移动石子直到连续,简单,3,764,"2,481",https://leetcode-cn.com/problems/moving-stones-until-consecutive
边框着色,中等,0,355,"1,108",https://leetcode-cn.com/problems/coloring-a-border
不相交的线,中等,3,336,895,https://leetcode-cn.com/problems/uncrossed-lines
逃离大迷宫,困难,1,214,725,https://leetcode-cn.com/problems/escape-a-large-maze
串联所有单词的子串,困难,82,"6,530","25,416",https://leetcode-cn.com/problems/substring-with-concatenation-of-all-words
解数独,困难,150,"5,782","10,882",https://leetcode-cn.com/problems/sudoku-solver
猜数字大小 II,中等,44,"1,384","4,359",https://leetcode-cn.com/problems/guess-number-higher-or-lower-ii
找不同,简单,67,"8,866","15,816",https://leetcode-cn.com/problems/find-the-difference
完美矩形,困难,22,308,"1,489",https://leetcode-cn.com/problems/perfect-rectangle
判断子序列,中等,40,"4,677","10,032",https://leetcode-cn.com/problems/is-subsequence
基于时间的键值存储,中等,3,385,"1,183",https://leetcode-cn.com/problems/time-based-key-value-store
